id	name	add_name	description	popup	set_ids	set_bonus_desc	set_extra_id	set_extra_desc	unk[0]	unk[1]	special_enchant_amount	special_enchant_desc
3412	Bear Fang Necklace		The totem of the Hestui tribe. Take this and go to the Ancestor Martankus in the Cave of Trials.	-1					0	0	0	
3413	Martankus's Charm		The talisman of the Ancestor Martankus. Go back to him after completing this task.	-1					0	0	0	
3414	Ragna Orc Head		The head of a slain Ragna Orc. Take this to the Ancestor Martankus.	-1					0	0	0	
3415	Ragna Chief Notice		"He who destroys the Lord of Flame shall be appointed Chief." Take this to the ancestral spirit Martankus.	-1					0	0	0	
3416	Immortal Flame		The mark received after passing the Ancestor Martankus' test. Take this to Pa'agrio Lord Kakai.	-1					0	0	0	
3417	Animal Lover's List		Go and seek Gatekeeper Bella in the Town of Gludio, Guard Metty in the Town of Dion, and Accessory Jeweler Ellie in the Town of Giran.	-1					0	0	0	
3418	Animal Slayer's 1st List		Destroy the animal slayers of Talking Island: giant spiders, talon spiders, and bladers.	-1					0	0	0	
3419	Animal Slayer's 2nd List		Destroy the animal slayers of the Elven Forest: crimson spiders, hook spiders, and the pincer spiders.	-1					0	0	0	
3420	Animal Slayer's 3rd List		Destroy the animal slayers of the Dark Elven Forest: lesser dark horrors, dark horrors, and prowlers.	-1					0	0	0	
3421	Animal Slayer's 4th List		Destroy the animal slayers of the Indomitable Plateau: kasha spiders, kasha poker spiders, and kasha blade spiders.	-1					0	0	0	
3422	Animal Slayer's 5th List		Destroy the animal slayers of the Spine Mountains Mining Zone: hunter tarantulas and plunder tarantulas.	-1					0	0	0	
3423	Bloody Fang		A fang dripping with animal blood. Collect 50 of these and take them to Martin, the Pet Manager of the Town of Gludin.	-1					0	0	0	
3424	Bloody Claw		A claw dripping with animal blood. Collect 50 of these and take them to Martin, the Pet Manager of the Town of Gludin.	-1					0	0	0	
3425	Bloody Nail		A nail dripping with animal blood. Collect 50 of these and take them to Martin, the Pet Manager of the Town of Gludin.	-1					0	0	0	
3426	Bloody Kasha Fang		A fang of a kasha dripping with animal blood. Collect 50 of these and take them to Martin, the Pet Manager of the Town of Gludin.	-1					0	0	0	
3427	Bloody Tarantula Nail		A nail of a tarantula dripping with animal blood. Collect 50 of these and take them to Martin, the Pet Manager of the Town of Gludin.	-1					0	0	0	
3428	Crystal Brooch		A brooch received from Warehouse Keeper Wilfred. Present this to Lilith of the temple at the Village of Talking Island.	-1					0	0	0	
3429	Spellbook: Greater Heal		Spellbook needed to learn the Greater Heal spell. Used by Bishops, Elven Elders, and Shillien Elders.	-1					0	0	0	
3430	Spellbook: Greater Battle Heal		Amulet required for the Greater Battle Heal spell. Used by Bishops.	-1					0	0	0	
3431	Spellbook: Greater Group Heal		Amulet required for the Greater Group Heal spell. Used by Bishops and Shillien Elders.	-1					0	0	0	
3432	Spellbook: Remedy		Amulet required for the Remedy spell. Used by Paladins.	-1					0	0	0	
3433	Elf Figure			-1					0	0	0	
3434	SUB CLASS		Double click and  your character will pass the quest for subclass.	-1					0	0	0	
3435	Nvidia			-1					0	0	0	
3436	Mouse			-1					0	0	0	
3437	Trade Book of Merchant			-1					0	0	0	
3438	Trade Book of Great Merchant			-1					0	0	0	
3440	Cargo Box		Freight box on which the mark of Aden Commercial Guild is stamped.	-1					0	0	0	
3441	Cargo Box		Freight box on which the mark of Aden Commercial Guild is stamped.	-1					0	0	0	
3442	Cargo Box		Freight box on which the mark of Aden Commercial Guild is stamped.	-1					0	0	0	
3443	Cargo Box		Freight box on which the mark of Aden Commercial Guild is stamped.	-1					0	0	0	
3444	Gludio Apples		Apple cultivated in the Gludio region. Can be sold at shops.	-1					0	0	0	
3445	Dion Corn Meal		Powder made from corn cultivated in Dion. Can be sold at shops.	-1					0	0	0	
3446	Dire Wolf Pelts		Tanned Dire Wolf pelts. Can be sold at shops.	-1					0	0	0	
3447	Moonstone		Jewel of blue and white light called Moonjang Stone or Moonstone. Can be sold at shops.	-1					0	0	0	
3448	Gludio Wheat Flour		Powder made from wheat cultivated in the Gludio region. Can be sold at shops.	-1					0	0	0	
3449	Spidersilk Rope		Strong rope made of weaving tarantula spider silk. Can be sold at shops.	-1					0	0	0	
3450	Alexandrite		Precious jewel that shines green in the sunlight and red in the moonlight. Can be sold at shops.	-1					0	0	0	
3451	Silver Tea Service		High-quality teacup and dish set crafted of silver. Can be sold at shops.	-1					0	0	0	
3452	Mechanic Golem Spare Parts		A component of mechanic golems. Useless for anything else, it is best sold.	-1					0	0	0	
3453	Fire Emerald		Precious jewel that shines with an intense red light. Can be sold at shops.	-1					0	0	0	
3454	Avellan Silk Frock		High-quality silk dress imported from Avellan of the east. Can be sold at shops.	-1					0	0	0	
3455	Feriotic Porcelain Urn		As a water cup made for their rituals, it is a relic of the ancient Ferios empire. Can be sold at shops.	-1					0	0	0	
3456	Imperial Diamond		Jewel of brilliant light used in decorating the crown of the Elmoreden emperor. Can be sold at shops.	-1					0	0	0	
3457	Statue of Shilen - Head		Part of a broken statue. Can be sold at shops. If you collect the remaining pieces of the statue...?	-1					0	0	0	
3458	Statue of Shilen - Torso		Part of a broken statue. Can be sold at shops. If you collect the remaining pieces of the statue...?	-1					0	0	0	
3459	Statue of Shilen - Arm		Part of a broken statue. Can be sold at shops. If you collect the remaining pieces of the statue...?	-1					0	0	0	
3460	Statue of Shilen - Leg		Part of a broken statue. Can be sold at shops. If you collect the remaining pieces of the statue...?	-1					0	0	0	
3461	Complete Statue of Shilen		Statue of Shilen made in the time of the ancient Elmoreden empire. Can be sold at shops for a high price.	-1					0	0	0	
3462	Fragment of Ancient Tablet - 1st Piece		Fragment of ancient clay tablet. If you collect the remaining pieces of the tablet...?	-1					0	0	0	
3463	Fragment of Ancient Tablet - 2nd Piece		Fragment of ancient clay tablet. If you collect the remaining pieces of the tablet...?	-1					0	0	0	
3464	Fragment of Ancient Tablet - 3rd Piece		Fragment of ancient clay tablet. If you collect the remaining pieces of the tablet...?	-1					0	0	0	
3465	Fragment of Ancient Tablet - 4th Piece		Fragment of ancient clay tablet. If you collect the remaining pieces of the tablet...?	-1					0	0	0	
3466	Complete Ancient Tablet		A large clay tablet upon which ancient texts are engraved. You can sell it to a store at a high price.	-1					0	0	0	
3467	Wish Potion		Magic potion that is said to make wishes come true.	-1					0	0	0	
3468	Ancient Crown		Crown that is full of jewels but is too big to wear on the head. Let's sell it.	-1					0	0	0	
3469	Certificate of Royalty		Certificate of royalty but nobody knows who made it.	-1					0	0	0	
3470	Gold Bar		Heavy lump of pure gold.	-1					0	0	0	
3472	Blood Medusa		Lowest-grade coin	-1					0	0	0	
3473	Blood Werewolf		Low-grade coin	-1					0	0	0	
3474	Blood Basilisk		Mid-grade coin	-1					0	0	0	
3475	Blood Drevanul		Low-grade coin	-1					0	0	0	
3476	Blood Succubus		Mid-grade coin	-1					0	0	0	
3477	Blood Dragon		High-grade coin	-1					0	0	0	
3478	Beleth's Blood Dragon		Highest-grade coin	-1					0	0	0	
3479	Manak's Blood Werewolf		Mid-grade coin	-1					0	0	0	
3480	Nia's Blood Medusa		Low-grade coin	-1					0	0	0	
3481	Gold Dragon		High-grade coin	-1					0	0	0	
3482	Gold Wyvern		Lowest-grade coin	-1					0	0	0	
3483	Gold Knight		Low-grade coin	-1					0	0	0	
3484	Gold Giant		Mid-grade coin	-1					0	0	0	
3485	Gold Drake		Low-grade coin	-1					0	0	0	
3486	Gold Wyrm		Mid-grade coin	-1					0	0	0	
3487	Beleth's Gold Dragon		Highest-grade coin	-1					0	0	0	
3488	Manak's Gold Giant		Mid-grade coin	-1					0	0	0	
3489	Nia's Gold Wyvern		Low-grade coin	-1					0	0	0	
3490	Silver Unicorn		Lowest-grade coin	-1					0	0	0	
3491	Silver Fairy		Low-grade coin	-1					0	0	0	
3492	Silver Dryad		Mid-grade coin	-1					0	0	0	
3493	Silver Dragon		High-grade coin	-1					0	0	0	
3494	Silver Golem		Low-grade coin	-1					0	0	0	
3495	Silver Undine		Mid-grade coin	-1					0	0	0	
3496	Beleth's Silver Dragon		Highest-grade coin	-1					0	0	0	
3497	Manak's Silver Dryad		Mid-grade coin	-1					0	0	0	
3498	Nia's Silver Fairy		Low-grade coin	-1					0	0	0	
3499	Fairy Dust		Powder that falls from the body of fairy. Is sold at an expensive price at shops.	-1					0	0	0	
3500	Dragonflute of Wind		Flute used to call up hatchling of wind.	-1					0	0	0	
3501	Dragonflute of Star		Flute used to call up hatchling of star.	-1					0	0	0	
3502	Dragonflute of Twilight		Flute used to call up hatchling of twilight.	-1					0	0	0	
3503	Deliverymen Decertificate		Official certification for making deliveries. Issued by the Iron Gate Guild. Seal of Lockrin of the Iron Gate is affixed.	-1					0	0	0	
3504	Kirunas Horn		Item that Warehouse Chief Gesto entrusted saying to take it to High Prefect Penatus. You must deliver it quickly.	-1					0	0	0	
3505	Mithril Mold		Item that Warehouse Chief Gesto entrusted saying to take it to Blacksmith Rupio. You must deliver it quickly.	-1					0	0	0	
3506	Bloody Letter		Item that Warehouse Chief Gesto entrusted saying to take it to Martin. You must deliver it quickly.	-1					0	0	0	
3507	Supplies to Alex		Supply item. It's really heavy. Let's take it to Alex in Florin Village.	-1					0	0	0	
3508	Supplies to Endrigo		Supply item. It's really heavy. Let's take it to Warden Endrigo at the Execution Grounds.	-1					0	0	0	
3509	Alex's Coins		Return gift given by Alex as expression of thanks for having brought enough of the supply item.	-1					0	0	0	
3510	Wardens Appreciation		Letter of thanks given by Warden Endrigo of the Execution Grounds as expression of thanks for having brought enough of the supplied items.	-1					0	0	0	
3511	Blackbox to Orim		Item that Warehouse Chief Gesto entrusted saying to take it to Orim the Shadow. What could be inside...?	-1					0	0	0	
3512	Deluxe Windsus Ham		Item that Warehouse Chief Gesto entrusted saying to take it to Orim the Shadow. What could be inside...?	-1					0	0	0	
3513	Heart of Silenos		Heart obtained by killing silenos. Item specially ordered by Orim the Shadow.	-1					0	0	0	
3514	Request Giran		Order received from the warehouse of Giran Castle Town. You can receive the delivery fee by taking this and the receipt confirmation document.	-1					0	0	0	
3515	Request Gludin		Order received from the warehouse of the Town of Gludio. You can receive the delivery fee by taking this and the receipt confirmation document.	-1					0	0	0	
3516	Request Hunters		Order received from the warehouse of Hunter Village. You can receive the delivery fee by taking this and the receipt confirmation document.	-1					0	0	0	
3517	Delivery Score Red		Certificate received each time a delivery is completed successfully. If you collect 50 certificates, you can exchange it for a blue delivery statement.	-1					0	0	0	
3518	Delivery Score Blue		Certificate that you can receive if you successfully complete 50 deliveries. The delivery fee increases by 4% for each certificate.	-1					0	0	0	
3519	Deliverymen Advanced Certificate Super		Certificate of master deliveryman received for having successfully completed 1000 deliveries. 120% delivery fee added!	-1					0	0	0	
3520	1st Confirmation Document		Confirmation form the person receiving delivery of an item signs. Collect three sheets and take it to Warehouse Chief Gesto.	-1					0	0	0	
3521	2nd Confirmation Document		Confirmation form the person receiving delivery of an item signs. Collect two sheets and take it to Warehouse Chief Gesto.	-1					0	0	0	
3522	Delivery Goods 01		Scroll to be taken to Magister Baulro of Einhasad Temple on Talking Island.	-1					0	0	0	
3523	Delivery Goods 02		Letter to be taken to Lighthouse Keeper Rockswell of Talking Island.	-1					0	0	0	
3524	Delivery Goods 03		Book to be taken to Marius at the private beach house on the north side of Talking Island.	-1					0	0	0	
3525	Delivery Goods 04		Document to be taken to Matheo at the ruins near the port on Talking Island.	-1					0	0	0	
3526	Delivery Goods 05		Letter to be taken to Sir Collin Windawood in front of the Obelisk of Victory on Talking Island.	-1					0	0	0	
3527	Delivery Goods 06		Shaft to be taken to Orc Guild High Prefect Osborn of Gludin Village.	-1					0	0	0	
3528	Delivery Goods 07		Letter to be taken to Lighthouse Keeper Perrin at the wharf in Gludin Village.	-1					0	0	0	
3529	Delivery Goods 08		Picture to be taken to Wharf Manager Clancy of Gludin Village.	-1					0	0	0	
3530	Delivery Goods 09		Jar to be taken to Sir Karrel Vasper of Gludin Village.	-1					0	0	0	
3531	Delivery Goods 10		Box to be taken to Samed of the Town of Gludio.	-1					0	0	0	
3532	Delivery Goods 11		Jar to be taken to Priestess Vivyan at Einhasad Temple in the Town of Gludio.	-1					0	0	0	
3533	Delivery Goods 12		Box to be taken to Warrior Guild Master Leona in the Town of Gludio.	-1					0	0	0	
3534	Delivery Goods 13		Mechanical device to be taken to Blacksmith Pinter at the blacksmith's shop in the Town of Gludio.	-1					0	0	0	
3535	Delivery Goods 14		Jewelry box to be taken to Sentinel Knight Alberius in Elven Village.	-1					0	0	0	
3536	Delivery Goods 15		Jewelry box to be taken to Pixy Murika in front of the Mother Tree of Elven Village.	-1					0	0	0	
3537	Delivery Goods 16		Letter to be taken to Karna in Dark Elf Village.	-1					0	0	0	
3538	Delivery Goods 17		Book to be taken to Magister Harne in Dark Elf Village.	-1					0	0	0	
3539	Delivery Goods 18		Statue to be taken to Sir Ortho Lancer in Giran Castle Town.	-1					0	0	0	
3540	Delivery Goods 19		Box to be taken to Martin in Giran Castle Town.	-1					0	0	0	
3541	Delivery Goods 20		Statue to be taken to Bishop Maximillian of Einhasad Temple in Giran Castle Town.	-1					0	0	0	
3542	Delivery Goods 21		Jewelry box to be taken to Master Stapin of Dark Elf Guild in Giran Castle Town.	-1					0	0	0	
3543	Delivery Goods 22		Document to be taken to Master Genwitter at the Warrior Guild in Giran Castle Town.	-1					0	0	0	
3544	Delivery Goods 23		Medicine bottle to be taken to High Prefect Clogg at the Orc Guild in the Town of Dion.	-1					0	0	0	
3545	Delivery Goods 24		Statue to be taken to Sir Kiel Nighthawk in the Town of Dion.	-1					0	0	0	
3546	Delivery Goods 25		Mineral to be taken to Blacksmith Poitan at the blacksmith's shop in the Town of Dion.	-1					0	0	0	
3547	Delivery Goods 26		Book to be taken to Cardinal Seresin of Einhasad Temple in the Town of Oren.	-1					0	0	0	
3548	Delivery Goods 27		Scroll to be taken to Duda-Mara Chief Takuna near the Orc Guild in the Town of Oren.	-1					0	0	0	
3549	Delivery Goods 28		Picture to be taken to Hunter Guild Member Colin in Hunter Village.	-1					0	0	0	
3550	Delivery Goods 29		Fabric to be taken to Guard Makhis in Hunter Village.	-1					0	0	0	
3551	Delivery Goods 30		A jar which should be taken to Elder Cronos in Hunter Village.	-1					0	0	0	
3552	Delivery Goods 31		Diamond to be taken to Grand Magister Scraide of Magic Guild in Hunter Village.	-1					0	0	0	
3553	Delivery Goods 32		Jewelry box to be taken to Grocer Pano in Floran Village.	-1					0	0	0	
3554	Delivery Goods 33		Gold nuggets to be taken to Alex in Floran Village.	-1					0	0	0	
3555	Delivery Goods 34		Shaft to be taken to Militiaman Leirynn in Floran Village.	-1					0	0	0	
3556	Delivery Goods 35		Letter to be taken to Fisherman Evert in Floran Village.	-1					0	0	0	
3557	Delivery Goods 36		Fabric to be taken to Astrologer Creta in Floran Village.	-1					0	0	0	
3558	Delivery Goods 37		Book to be taken to Magister Kaiena of Dark Elf Guild on the 4th floor of the Ivory Tower.	-1					0	0	0	
3559	Delivery Goods 38		Ore to be taken to Rex in the underground shopping area at the Ivory Tower.	-1					0	0	0	
3560	Delivery Goods 39		Medicine bottle to be taken to Uruha near the waterfall in the north of the marshlands in the Dark Elven region.	-1					0	0	0	
3561	Delivery Goods 40		Small boxes to be taken to Sentry Irene in front of the western bridge of the Neutral Zone.	-1					0	0	0	
3562	Delivery Goods 41		Document to be taken to Sentinel Trionell in front of the eastern bridge of the Neutral Zone.	-1					0	0	0	
3563	Delivery Goods 42		Scroll to be taken to Northwind in front of the Underground Fortress in the Elven region.	-1					0	0	0	
3564	Delivery Goods 43		Document to be taken to Thalia on the east side of Iris Lake in the Elven region.	-1					0	0	0	
3565	Delivery Goods 44		Box to be taken to Peter of the Turek orc encampment in the south of the Dark Elven autonomous region.	-1					0	0	0	
3566	Delivery Goods 45		A shaft to be taken to Bodyguard Jax on the coastal road in the Southern Wastelands.	-1					0	0	0	
3567	Delivery Goods 46		Key to be taken to Researcher Lorain near the entrance to Cruma Tower.	-1					0	0	0	
3568	Delivery Goods 47		Mechanical device to be taken to Maestro Nikola on the southwest side of Cruma Tower.	-1					0	0	0	
3569	Delivery Goods 48		Document to be taken to Warden Roderik of the Execution Grounds.	-1					0	0	0	
3570	Delivery Goods 49		Small boxes to be taken to Summoner Belthus on the southeast side of Cruma Tower.	-1					0	0	0	
3571	Delivery Goods 50		Shaft to be taken to Enku Chief Kepra on the southern coast of Floran Village.	-1					0	0	0	
3572	Delivery Goods 51		Box to be taken to Summoner Celestiel at the ruins of the Circular Coliseum to the south of the Underground Fortress of the Elven autonomous region.	-1					0	0	0	
3573	Delivery Goods 52		A picture to be delivered to Orphanage Master Gupu in the Wastelands, west of the Town of Gludio.	-1					0	0	0	
3574	Delivery Goods 53		A scroll to be delivered to Summoner Basillia on the coastal road, south of the Wastelands.	-1					0	0	0	
3575	Delivery Goods 54		A box to be delivered to Sir Aaron Tanford on the coastal road, south of the Wastelands.	-1					0	0	0	
3576	Delivery Goods 55		A jar to be delivered to Preacher Sla on the east side of the Ant Tunnel Dungeon.	-1					0	0	0	
3577	Delivery Goods 56		A jewelry box to be delivered to Windy Shaoring on the west side of the Ant Tunnel Dungeon.	-1					0	0	0	
3578	Delivery Goods 57		A book which should be taken to Elder Casian at the south-side of the Ant Tunnel Dungeon located in the Wastelands.	-1					0	0	0	
3579	Delivery Goods 58		Medicine bottle to be taken to Annika on the south side of the Black Magic Laboratory in the Dark Elven autonomous region.	-1					0	0	0	
3580	Delivery Goods 59		Scroll to be taken to Slein Shining Blade on the east side of the Altar of Coming-of-Age Ceremony in the Dark Elven autonomous region.	-1					0	0	0	
3581	Delivery Goods 60		Small boxes to be taken to Shaman Varika at the Altar of Coming-of-Age Ceremony in the Dark Elven autonomous region.	-1					0	0	0	
3582	Delivery Goods 61		Medicine bottle to be taken to Tyra across the western road at the Altar of Rites in the Dark Elven autonomous region.	-1					0	0	0	
3583	Delivery Goods 62		Scroll to be taken to Piper Longbow at the altar on the north side of the marshlands waterfall in the Dark Elven autonomous region.	-1					0	0	0	
3584	Delivery Goods 63		Letter to be taken to Katari at the altar on the north side of the marshlands waterfall in the Dark Elven autonomous region.	-1					0	0	0	
3585	Delivery Goods 64		Jewelry box to be taken to Summoner Camoniell at the southern coast of Floran Village.	-1					0	0	0	
3586	Delivery Goods 65		Sample to be taken to Orim the Shadow at the north side of Death Pass in Giran Territory.	-1					0	0	0	
3587	Delivery Goods 66		Shaft to be taken to Breka Chief Voltar at the north-eastern side of the Death Pass in Giran Territory.	-1					0	0	0	
3588	Delivery Goods 67		Book to be taken to Summoner Brynthea at the north-western side of Giran Castle Town.	-1					0	0	0	
3589	Confirmation Document 01		Confirmation document received when delivering item. It is signed by Magister Baulro.	-1					0	0	0	
3590	Confirmation Document 02		Confirmation document received when delivering item. It is signed by Rockswell.	-1					0	0	0	
3591	Confirmation Document 03		Confirmation document received when delivering item. It is signed by Marius.	-1					0	0	0	
3592	Confirmation Document 04		Confirmation document received when delivering item. It is signed by Matheo.	-1					0	0	0	
3593	Confirmation Document 05		Confirmation document received when delivering item. It is signed by Sir Collin Windawood.	-1					0	0	0	
3594	Confirmation Document 06		Confirmation document received when delivering item. It is signed by High Prefect Osborn.	-1					0	0	0	
3595	Confirmation Document 07		Confirmation document received when delivering item. It is signed by Perrin.	-1					0	0	0	
3596	Confirmation Document 08		Confirmation document received when delivering item. It is signed by Clancy.	-1					0	0	0	
3597	Confirmation Document 09		Confirmation document received when delivering item. It is signed by Sir Karrel Vasper.	-1					0	0	0	
3598	Confirmation Document 10		Confirmation document received when delivering item. It is signed by Samed.	-1					0	0	0	
3599	Confirmation Document 11		Confirmation document received when delivering item. It is signed by Priestess Vivyan.	-1					0	0	0	
3600	Confirmation Document 12		Confirmation document received when delivering item. It is signed by Master Leona.	-1					0	0	0	
3601	Confirmation Document 13		Confirmation document received when delivering item. It is signed by Blacksmith Pinter.	-1					0	0	0	
3602	Confirmation Document 14		Confirmation document received when delivering item. It is signed by Sentinel Knight Smallberry.	-1					0	0	0	
3603	Confirmation Document 15		Confirmation document received when delivering item. It is signed by Pixy Murika.	-1					0	0	0	
3604	Confirmation Document 16		Confirmation document received when delivering item. It is signed by Karna.	-1					0	0	0	
3605	Confirmation Document 17		Confirmation document received when delivering item. It is signed by Magister Harne.	-1					0	0	0	
3606	Confirmation Document 18		Confirmation document received when delivering item. It is signed by Sir Ortho Lancer.	-1					0	0	0	
3607	Confirmation Document 19		Confirmation document received when delivering item. It is signed by Martin.	-1					0	0	0	
3608	Confirmation Document 20		Confirmation document received when delivering item. It is signed by Bishop Maximilian.	-1					0	0	0	
3609	Confirmation Document 21		Confirmation document received when delivering item. It is signed by Master Stapin.	-1					0	0	0	
3610	Confirmation Document 22		Confirmation document received when delivering item. It is signed by Master Genwitter.	-1					0	0	0	
3611	Confirmation Document 23		Confirmation document received when delivering item. It is signed by High Prefect Clogg.	-1					0	0	0	
3612	Confirmation Document 24		Confirmation document received when delivering item. It is signed by Sir Kiel Nighthawk.	-1					0	0	0	
3613	Confirmation Document 25		Confirmation document received when delivering item. It is signed by Blacksmith Poitan.	-1					0	0	0	
3614	Confirmation Document 26		Confirmation document received when delivering item. It is signed by Cardinal Seresin.	-1					0	0	0	
3615	Confirmation Document 27		Confirmation document received when delivering item. It is signed by Duda-Mara Chief Takuna.	-1					0	0	0	
3616	Confirmation Document 28		Confirmation document received when delivering item. It is signed by Hunter Guild Member Colin.	-1					0	0	0	
3617	Confirmation Document 29		Confirmation document received when delivering item. It is signed by Guard Makhis.	-1					0	0	0	
3618	Confirmation Document 30		Document confirming receipt after delivering an item to Elder Cronos.  It is signed.	-1					0	0	0	
3619	Confirmation Document 31		Confirmation document received when delivering item. It is signed by Grand Magister Scraide.	-1					0	0	0	
3620	Confirmation Document 32		Confirmation document received when delivering item. It is signed by Grocer Pano.	-1					0	0	0	
3621	Confirmation Document 33		Confirmation document received when delivering item. It is signed by Alex.	-1					0	0	0	
3622	Confirmation Document 34		Confirmation document received when delivering item. It is signed by Militiaman Leirynn.	-1					0	0	0	
3623	Confirmation Document 35		Confirmation document received when delivering item. It is signed by Fisherman Evert.	-1					0	0	0	
3624	Confirmation Document 36		Confirmation document received when delivering item. It is signed by Astrologer Creta.	-1					0	0	0	
3625	Confirmation Document 37		Confirmation document received when delivering item. It is signed by Magister Kaiena.	-1					0	0	0	
3626	Confirmation Document 38		Confirmation document received when delivering item. It is signed by Rex.	-1					0	0	0	
3627	Confirmation Document 39		Confirmation document received when delivering item. It is signed by Uruha.	-1					0	0	0	
3628	Confirmation Document 40		Confirmation document received when delivering item. It is signed by Sentry Irene.	-1					0	0	0	
3629	Confirmation Document 41		Confirmation document received when delivering item. It is signed by Sentinel Trionell	-1					0	0	0	
3630	Confirmation Document 42		Confirmation document received when delivering item. It is signed by Northwind.	-1					0	0	0	
3631	Confirmation Document 43		Confirmation document received when delivering item. It is signed by Thalia.	-1					0	0	0	
3632	Confirmation Document 44		Confirmation document received when delivering item. It is signed by Peter.	-1					0	0	0	
3633	Confirmation Document 45		Confirmation document received when delivering item. It is signed by Bodyguard Jax.	-1					0	0	0	
3634	Confirmation Document 46		Confirmation document received when delivering item. It is signed by Researcher Lorain.	-1					0	0	0	
3635	Confirmation Document 47		Confirmation document received when delivering item. It is signed by Maestro Nikola.	-1					0	0	0	
3636	Confirmation Document 48		Confirmation document received when delivering item. It is signed by Warden Roderik of the Execution Grounds.	-1					0	0	0	
3637	Confirmation Document 49		Confirmation document received when delivering item. It is signed by Summoner Belthus.	-1					0	0	0	
3638	Confirmation Document 50		Confirmation document received when delivering item. It is signed by Enku Chief Kepra.	-1					0	0	0	
3639	Confirmation Document 51		Confirmation document received when delivering item. It is signed by Summoner Celestiel.	-1					0	0	0	
3640	Confirmation Document 52		Confirmation document received when delivering item. It is signed by Orphanage Master Gupu.	-1					0	0	0	
3641	Confirmation Document 53		Confirmation document received when delivering item. It is signed by Summoner Basillia.	-1					0	0	0	
3642	Confirmation Document 54		Confirmation document received when delivering item. It is signed by Sir Aaron Tanford.	-1					0	0	0	
3643	Confirmation Document 55		Confirmation document received when delivering item. It is signed by Preacher Sla.	-1					0	0	0	
3644	Confirmation Document 56		Confirmation document received when delivering item. It is signed by Windy Shaoring.	-1					0	0	0	
3645	Confirmation Document 57		Document confirming receipt after delivering an item to Elder Casian.  It is signed.	-1					0	0	0	
3646	Confirmation Document 58		Confirmation document received when delivering item. It is signed by Annika.	-1					0	0	0	
3647	Confirmation Document 59		Confirmation document received when delivering item. It is signed by Slein Shining Blade.	-1					0	0	0	
3648	Confirmation Document 60		Confirmation document received when delivering item. It is signed by Shaman Varika.	-1					0	0	0	
3649	Confirmation Document 61		Confirmation document received when delivering item. It is signed by Tyra.	-1					0	0	0	
3650	Confirmation Document 62		Confirmation document received when delivering item. It is signed by Piper Longbow.	-1					0	0	0	
3651	Confirmation Document 63		Confirmation document received when delivering item. It is signed by Katari.	-1					0	0	0	
3652	Confirmation Document 64		Confirmation document received when delivering item. It is signed by Summoner Camoniell.	-1					0	0	0	
3653	Confirmation Document 65		Confirmation document received when delivering item. It is signed by Orim the Shadow.	-1					0	0	0	
3654	Confirmation Document 66		Confirmation document received when delivering item. It is signed by Breka Chief Voltar.	-1					0	0	0	
3655	Confirmation Document 67		Confirmation document received when delivering item. It is signed by Summoner Brynthea.	-1					0	0	0	
3656	Eye of Seer		Eye obtained from killing a floating eye seer. Item specially ordered by Samed.	-1					0	0	0	
3657	Pincher Claw		Claw obtained from killing pincher spider. Item specially ordered by Blacksmith Pinter.	-1					0	0	0	
3658	Ol Mahum Uniform		Ol mahum uniform received from ol mahum captain and ol mahum lord. Item specially ordered by Sir Ortho Lancer.	-1					0	0	0	
3659	Enku Orc Champion's Head		Head of Enku orc champion. Item specially ordered by High Prefect Clogg.	-1					0	0	0	
3660	Bloody Bee Stinger		Poison stinger from a bloody bee. Item specially ordered by Grocer Pano.	-1					0	0	0	
3661	Ignition of Ghost Fire		Special item obtained by killing ghost fire. Item specially ordered by Sorceress Kaiena.	-1					0	0	0	
3662	Ethereal Blood		Ethereal blood received from killing a horror mist ripper. Item specially ordered by Maestro Nikola.	-1					0	0	0	
3663	Returned Delivery Goods 10		Box returned by Samed. Let's take this to a nearby warehouse.	-1					0	0	0	
3664	Returned Delivery Goods 15		Jewelry box returned by Pixy Murika. Let's take this to a nearby warehouse.	-1					0	0	0	
3665	Returned Delivery Goods 30		Jar returned by Elder Cronos. Let's take this to a nearby warehouse.	-1					0	0	0	
3666	Returned Delivery Goods 33		Gold nugget returned by Alex. Let's take this to a nearby warehouse.	-1					0	0	0	
3667	Returned Delivery Goods 37		Book returned by Sorceress Kaiena. Let's take this to a nearby warehouse.	-1					0	0	0	
3668	Returned Delivery Goods 45		Shaft returned by Bodyguard Jax. Let's take this to a nearby warehouse.	-1					0	0	0	
3669	Returned Delivery Goods 55		Jar returned by Preacher Sla. Let's take this to a nearby warehouse.	-1					0	0	0	
3670	Returned Delivery Goods 60		Small boxes returned by Shaman Varika. Let's take this to a nearby warehouse.	-1					0	0	0	
3671	Sophya's 1st Order		Order from Chief Mercenary Sophya. Says to destroy the undead at the Execution Grounds.	-1					0	0	0	
3672	Sophya's 2nd Order		Order from Chief Mercenary Sophya. It says to destroy Ol Mahums in the Fortress of Resistance.	-1					0	0	0	
3673	Sophya's 3rd Order		Order from Chief Mercenary Sophya. Says to destroy Delu lizardmen of the southern areas of the Dion and Giran regions.	-1					0	0	0	
3674	Sophya's 4th Order		Order from Chief Mercenary Sophya. Says to destroy marsh stakatos of the Cruma Marshland.	-1					0	0	0	
3675	Lion's Claw		Mark given to the person that achieves distinguished merits in the Black Lion Mercenaries.	-1					0	0	0	
